filename,LanguageIC,Entropy,LongestWord,SignatureNasty,SignatureSuperNasty
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/index/lang/zh-cn.php,0.052676753137361525,5.755336805711161,26,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/index/lang/zh-hk.php,0.05238354177995287,5.814920184757331,26,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/index/lang/zh-mo.php,0.05238354177995287,5.814920184757331,26,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/index/lang/zh-tw.php,0.05238354177995287,5.814920184757331,26,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/install/controller/Index.php,0.032406362583798004,6.08100057136545,17991,27,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/install/data/database.php,0.08006190383044334,5.504676856240213,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/install/lang/de-de.php,0.05981594736770484,4.938547331826979,26,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/install/lang/fr-fr.php,0.06390091710046907,4.890231605408741,26,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/install/lang/ja-jp.php,0.041579224725474435,5.765587828745922,197,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/install/lang/ko-kr.php,0.04425666862253114,5.8753630870112366,26,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/install/lang/ru-ru.php,0.0630251521650587,5.206316129722535,29,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/install/lang/zh-cn.php,0.039116600680786366,6.030458576538686,150,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/install/lang/zh-hk.php,0.039034124262256026,6.044062390927678,150,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/install/lang/zh-mo.php,0.039034124262256026,6.044062390927678,150,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/install/lang/zh-tw.php,0.039034124262256026,6.044062390927678,150,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/login/controller/Index.php,0.13138584934441372,5.212100463470923,52,1,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/login/lang/de-de.php,0.062732016950477,4.852848299944413,22,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/login/lang/fr-fr.php,0.06523516232382284,4.821624505132323,18,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/login/lang/ja-jp.php,0.04371690780130559,5.66180344565045,86,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/login/lang/ko-kr.php,0.044859456816337726,5.782167014207856,23,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/login/lang/ru-ru.php,0.06480034135020658,5.116919916570643,38,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/login/lang/zh-cn.php,0.04629340619012855,5.733949362491883,35,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/login/lang/zh-hk.php,0.04605441013029856,5.7915630321533325,35,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/login/lang/zh-mo.php,0.04605441013029856,5.7915630321533325,35,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/login/lang/zh-tw.php,0.04605441013029856,5.7915630321533325,35,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/model/Options.php,0.03879127408539173,4.924427079535405,12,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/model/Users.php,0.03982223771348902,4.895198331505411,12,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/multimedia/controller/Index.php,0.07312065640906903,5.162045218670059,91,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/plugins/announcement/Announcement.php,0.034915444987413,5.95267566831043,79,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/plugins/announcement/lang/de-de.php,0.05243892734940718,5.077555267232643,14,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/plugins/announcement/lang/fr-fr.php,0.0572962219821303,4.965308054969558,14,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/plugins/announcement/lang/ja-jp.php,0.03691715667763572,5.766926708385575,62,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/plugins/announcement/lang/ko-kr.php,0.04116026828091689,5.766175909212033,14,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/plugins/announcement/lang/ru-ru.php,0.05646902065289807,5.258015348941869,23,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/plugins/announcement/lang/zh-cn.php,0.03758784425451092,5.786665239670457,56,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/plugins/announcement/lang/zh-hk.php,0.03756885090218424,5.800745147720603,56,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/plugins/announcement/lang/zh-mo.php,0.03756885090218424,5.800745147720603,56,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/application/plugins/announcement/lang/zh-tw.php,0.03756885090218424,5.800745147720603,56,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/base.php,0.04327129497069026,5.64527968674183,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/console.php,0.23054141101534809,3.9200689336437295,71,0,0
