fileName,commentCharNum,wordsNum,diffWordsNum,longestWordLen,totalCharNum,totalSpecialCharNum,webshell
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1153.php,164,89,64,21,834,175,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1154.php,18,106,35,7,828,365,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1155.php,6,87,43,32,608,188,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1156.php,0,135,69,10,918,317,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1157.php,193,91,60,7,522,351,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1158.php,0,135,69,10,920,319,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1159.php,0,120,56,12,724,242,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell116.php,130,19245,8152,161,158244,1193,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1160.php,0,1,1,3,972,969,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1161.php,10,116,34,8,933,499,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1162.php,526,80,69,9,444,194,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1163.php,6,125,79,10,891,298,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1164.php,38,106,83,39,927,50,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1165.php,4,92,38,17,671,257,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1166.php,4,92,38,17,671,257,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1167.php,8,100,34,16,610,224,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1168.php,0,90,45,7,490,300,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1169.php,2,112,62,9,723,254,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell117.php,118,22950,2083,39,140406,32499,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1170.php,480,68,65,11,375,136,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1171.php,574,56,54,9,283,98,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1172.php,2,117,77,12,849,291,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1173.php,0,115,51,9,756,245,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1174.php,198,91,52,9,600,205,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1175.php,0,122,47,35,856,167,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1176.php,6,107,57,9,675,183,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1177.php,2,95,46,13,556,169,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1178.php,0,121,53,10,753,232,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1179.php,0,108,55,9,732,247,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell118.php,24211,16931,2798,76,117706,35254,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1180.php,2,96,48,10,613,198,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1181.php,0,119,105,36,838,43,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1182.php,0,91,38,14,683,212,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1183.php,4,112,57,11,683,269,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1184.php,189,47,37,16,396,103,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1185.php,505,37,21,12,251,89,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1186.php,0,112,73,12,711,176,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1187.php,12,67,32,9,488,143,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1188.php,0,91,42,9,636,236,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1189.php,6,92,37,14,606,214,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell119.php,25770,16608,2563,76,113937,34171,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1190.php,289,68,45,9,417,135,1
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/webshell/webshell1191.php,289,68,45,9,417,135,1
